lang_code,vendor,variant,C_i,M_i,f_i
chu,Ali_Kuzhuget,Й,127401,12619648,0.0100954480
chu,Ali_Kuzhuget,К,398395,12619648,0.0315694225
chu,Ali_Kuzhuget,Л,578783,12619648,0.0458636406
chu,Ali_Kuzhuget,М,381839,12619648,0.0302575001
chu,Ali_Kuzhuget,Н,773029,12619648,0.0612559875
chu,Ali_Kuzhuget,О,1317965,12619648,0.1044375406
chu,Ali_Kuzhuget,П,316959,12619648,0.0251163107
chu,Ali_Kuzhuget,Р,511816,12619648,0.0405570742
chu,Ali_Kuzhuget,С,641432,12619648,0.0508280421
chu,Ali_Kuzhuget,Т,721695,12619648,0.0571882037
chu,Ali_Kuzhuget,У,346808,12619648,0.0274815906
chu,Ali_Kuzhuget,Ф,12093,12619648,0.0009582676
chu,Ali_Kuzhuget,Х,101186,12619648,0.0080181317
chu,Ali_Kuzhuget,Ц,43007,12619648,0.0034079397
chu,Ali_Kuzhuget,Ч,190368,12619648,0.0150850483
chu,Ali_Kuzhuget,Ш,106366,12619648,0.0084286028
chu,Ali_Kuzhuget,Щ,37927,12619648,0.0030053929
chu,Ali_Kuzhuget,Ъ,634259,12619648,0.0502596427
chu,Ali_Kuzhuget,Ы,216055,12619648,0.0171205251
chu,Ali_Kuzhuget,Ь,251361,12619648,0.0199182259
chu,Ali_Kuzhuget,Э,30513,12619648,0.0024178963
chu,Ali_Kuzhuget,Ю,89781,12619648,0.0071143823
chu,Ali_Kuzhuget,Я,275498,12619648,0.0218308783
chu,Ali_Kuzhuget,Ѣ,251335,12619648,0.0199161656
chu,Ali_Kuzhuget,Ѳ,3066,12619648,0.0002429545
chu,Ali_Kuzhuget,Ѵ,37,12619648,0.0000029319
chv,chuvash.org,Ё,23805,150568541,0.0001581008
chv,chuvash.org,А,17380530,150568541,0.1154326786
chv,chuvash.org,Б,315798,150568541,0.0020973704
chv,chuvash.org,В,3729349,150568541,0.0247684475
chv,chuvash.org,Г,348129,150568541,0.0023120965
chv,chuvash.org,Д,540323,150568541,0.0035885517
chv,chuvash.org,Е,11186118,150568541,0.0742925310
chv,chuvash.org,Ж,89838,150568541,0.0005966585
chv,chuvash.org,З,234247,150568541,0.0015557499
chv,chuvash.org,И,6419579,150568541,0.0426355928
chv,chuvash.org,Й,1748363,150568541,0.0116117417
chv,chuvash.org,К,5951386,150568541,0.0395260920
chv,chuvash.org,Л,8437046,150568541,0.0560345869
chv,chuvash.org,М,5294698,150568541,0.0351647028
chv,chuvash.org,Н,12136503,150568541,0.0806045069
chv,chuvash.org,О,1655624,150568541,0.0109958162
chv,chuvash.org,П,5825675,150568541,0.0386911832
chv,chuvash.org,Р,10056245,150568541,0.0667884867
chv,chuvash.org,С,6574426,150568541,0.0436640081
chv,chuvash.org,Т,9923516,150568541,0.0659069679
chv,chuvash.org,У,5744560,150568541,0.0381524584
chv,chuvash.org,Ф,220021,150568541,0.0014612681
chv,chuvash.org,Х,4573845,150568541,0.0303771623
chv,chuvash.org,Ц,228673,150568541,0.0015187303
chv,chuvash.org,Ч,3136275,150568541,0.0208295503
chv,chuvash.org,Ш,2629873,150568541,0.0174662847
chv,chuvash.org,Щ,27645,150568541,0.0001836041
chv,chuvash.org,Ъ,16997,150568541,0.0001128855
chv,chuvash.org,Ы,1593284,150568541,0.0105817855
chv,chuvash.org,Ь,809449,150568541,0.0053759503
chv,chuvash.org,Э,383508,150568541,0.0025470659
chv,chuvash.org,Ю,459010,150568541,0.0030485120
chv,chuvash.org,Я,803745,150568541,0.0053380673
chv,chuvash.org,Ҫ,4893698,150568541,0.0325014639
chv,chuvash.org,Ӑ,8442959,150568541,0.0560738581
chv,chuvash.org,Ӗ,8207116,150568541,0.0545075083
chv,chuvash.org,Ӳ,526685,150568541,0.0034979751
crh,Ali_Kuzhuget,Ё,8306,3023282,0.0027473454
crh,Ali_Kuzhuget,А,365402,3023282,0.1208626916
crh,Ali_Kuzhuget,Б,76242,3023282,0.0252182893
crh,Ali_Kuzhuget,В,38465,3023282,0.0127229283
crh,Ali_Kuzhuget,Г,29436,3023282,0.0097364387
crh,Ali_Kuzhuget,ГЪ,34986,3023282,0.0115721921
crh,Ali_Kuzhuget,Д,126324,3023282,0.0417837304
crh,Ali_Kuzhuget,ДЖ,20973,3023282,0.0069371630
crh,Ali_Kuzhuget,Е,260839,3023282,0.0862767681
crh,Ali_Kuzhuget,Ж,637,3023282,0.0002106982
crh,Ali_Kuzhuget,З,47918,3023282,0.0158496627
crh,Ali_Kuzhuget,И,229144,3023282,0.0757931281
crh,Ali_Kuzhuget,Й,42306,3023282,0.0139934019
crh,Ali_Kuzhuget,К,91351,3023282,0.0302158383
crh,Ali_Kuzhuget,КЪ,88224,3023282,0.0291815319
crh,Ali_Kuzhuget,Л,169840,3023282,0.0561773596
crh,Ali_Kuzhuget,М,103640,3023282,0.0342806262
crh,Ali_Kuzhuget,Н,222301,3023282,0.0735296939
crh,Ali_Kuzhuget,НЪ,43486,3023282,0.0143837062
crh,Ali_Kuzhuget,О,86640,3023282,0.0286575979
crh,Ali_Kuzhuget,П,44622,3023282,0.0147594568
crh,Ali_Kuzhuget,Р,181217,3023282,0.0599404885
crh,Ali_Kuzhuget,С,92531,3023282,0.0306061426
crh,Ali_Kuzhuget,Т,127673,3023282,0.0422299342
crh,Ali_Kuzhuget,У,69755,3023282,0.0230726078
crh,Ali_Kuzhuget,Ф,12883,3023282,0.0042612631
crh,Ali_Kuzhuget,Х,12254,3023282,0.0040532110
crh,Ali_Kuzhuget,Ц,1093,3023282,0.0003615276
crh,Ali_Kuzhuget,Ч,36673,3023282,0.0121301949
crh,Ali_Kuzhuget,Ш,48786,3023282,0.0161367679
crh,Ali_Kuzhuget,Щ,54,3023282,0.0000178614
crh,Ali_Kuzhuget,Ъ,379,3023282,0.0001253605
crh,Ali_Kuzhuget,Ы,179838,3023282,0.0594843617
crh,Ali_Kuzhuget,Ь,29599,3023282,0.0097903537
crh,Ali_Kuzhuget,Э,33573,3023282,0.0111048192
crh,Ali_Kuzhuget,Ю,36084,3023282,0.0119353735
crh,Ali_Kuzhuget,Я,29808,3023282,0.0098594838
dar,Murtazali_Rabadangadzhiev,Ё,119,18136338,0.0000065614
dar,Murtazali_Rabadangadzhiev,А,2859348,18136338,0.1576585086
dar,Murtazali_Rabadangadzhiev,Б,922500,18136338,0.0508647336
dar,Murtazali_Rabadangadzhiev,В,266933,18136338,0.0147181311
dar,Murtazali_Rabadangadzhiev,Г,145895,18136338,0.0080443472
dar,Murtazali_Rabadangadzhiev,ГЪ,87161,18136338,0.0048058765
dar,Murtazali_Rabadangadzhiev,ГЬ,134104,18136338,0.0073942160
dar,Murtazali_Rabadangadzhiev,ГӀ,148880,18136338,0.0082089339
dar,Murtazali_Rabadangadzhiev,Д,670314,18136338,0.0369597214
dar,Murtazali_Rabadangadzhiev,Е,712545,18136338,0.0392882510
dar,Murtazali_Rabadangadzhiev,Ж,65009,18136338,0.0035844612
dar,Murtazali_Rabadangadzhiev,З,286646,18136338,0.0158050649
dar,Murtazali_Rabadangadzhiev,И,2644191,18136338,0.1457951986
dar,Murtazali_Rabadangadzhiev,Й,153777,18136338,0.0084789443
dar,Murtazali_Rabadangadzhiev,К,284453,18136338,0.0156841475
dar,Murtazali_Rabadangadzhiev,КЪ,63850,18136338,0.0035205564
dar,Murtazali_Rabadangadzhiev,КЬ,117968,18136338,0.0065045104
dar,Murtazali_Rabadangadzhiev,КӀ,118359,18136338,0.0065260694
dar,Murtazali_Rabadangadzhiev,Л,1576894,18136338,0.0869466592
dar,Murtazali_Rabadangadzhiev,М,396696,18136338,0.0218729933
dar,Murtazali_Rabadangadzhiev,Н,729917,18136338,0.0402461070
dar,Murtazali_Rabadangadzhiev,О,197964,18136338,0.0109153237
dar,Murtazali_Rabadangadzhiev,П,123480,18136338,0.0068084307
dar,Murtazali_Rabadangadzhiev,ПӀ,1784,18136338,0.0000983661
dar,Murtazali_Rabadangadzhiev,Р,1249661,18136338,0.0689037114
dar,Murtazali_Rabadangadzhiev,С,722736,18136338,0.0398501616
dar,Murtazali_Rabadangadzhiev,Т,551480,18136338,0.0304074615
dar,Murtazali_Rabadangadzhiev,ТӀ,47554,18136338,0.0026220288
dar,Murtazali_Rabadangadzhiev,У,1044000,18136338,0.0575639911
dar,Murtazali_Rabadangadzhiev,Ф,19060,18136338,0.0010509288
dar,Murtazali_Rabadangadzhiev,Х,114817,18136338,0.0063307709
dar,Murtazali_Rabadangadzhiev,ХЪ,175114,18136338,0.0096554222
dar,Murtazali_Rabadangadzhiev,ХЬ,33409,18136338,0.0018421029
dar,Murtazali_Rabadangadzhiev,ХӀ,306436,18136338,0.0168962444
dar,Murtazali_Rabadangadzhiev,Ц,105847,18136338,0.0058361837
dar,Murtazali_Rabadangadzhiev,ЦӀ,45384,18136338,0.0025023795
dar,Murtazali_Rabadangadzhiev,Ч,292215,18136338,0.0161121280
dar,Murtazali_Rabadangadzhiev,ЧӀ,14949,18136338,0.0008242568
dar,Murtazali_Rabadangadzhiev,Ш,234549,18136338,0.0129325446
dar,Murtazali_Rabadangadzhiev,Щ,3602,18136338,0.0001986068
dar,Murtazali_Rabadangadzhiev,Ъ,24445,18136338,0.0013478465
dar,Murtazali_Rabadangadzhiev,Ы,14022,18136338,0.0007731440
dar,Murtazali_Rabadangadzhiev,Ь,38386,18136338,0.0021165243
dar,Murtazali_Rabadangadzhiev,Э,21058,18136338,0.0011610944
dar,Murtazali_Rabadangadzhiev,Ю,13999,18136338,0.0007718758
dar,Murtazali_Rabadangadzhiev,Я,354828,18136338,0.0195644788
dlg,Ali_Kuzhuget,Ё,3,42668,0.0000703103
dlg,Ali_Kuzhuget,А,4955,42668,0.1161291835
dlg,Ali_Kuzhuget,Б,1470,42668,0.0344520484
dlg,Ali_Kuzhuget,В,103,42668,0.0024139871
dlg,Ali_Kuzhuget,Г,1710,42668,0.0400768726
dlg,Ali_Kuzhuget,Д,747,42668,0.0175072654
dlg,Ali_Kuzhuget,Е,235,42668,0.0055076404
dlg,Ali_Kuzhuget,Ж,4,42668,0.0000937471
dlg,Ali_Kuzhuget,З,34,42668,0.0007968501
dlg,Ali_Kuzhuget,И,4313,42668,0.1010827787
dlg,Ali_Kuzhuget,Й,471,42668,0.0110387175
dlg,Ali_Kuzhuget,К,2082,42668,0.0487953501
dlg,Ali_Kuzhuget,Л,1874,42668,0.0439205025
dlg,Ali_Kuzhuget,М,660,42668,0.0154682666
dlg,Ali_Kuzhuget,Н,3134,42668,0.0734508297
dlg,Ali_Kuzhuget,О,1862,42668,0.0436392613
dlg,Ali_Kuzhuget,П,347,42668,0.0081325584
dlg,Ali_Kuzhuget,Р,2953,42668,0.0692087747
dlg,Ali_Kuzhuget,С,907,42668,0.0212571482
dlg,Ali_Kuzhuget,Т,3396,42668,0.0795912628
dlg,Ali_Kuzhuget,У,1727,42668,0.0404752976
dlg,Ali_Kuzhuget,Ф,51,42668,0.0011952751
dlg,Ali_Kuzhuget,Х,65,42668,0.0015233899
dlg,Ali_Kuzhuget,Ц,20,42668,0.0004687354
dlg,Ali_Kuzhuget,Ч,227,42668,0.0053201462
dlg,Ali_Kuzhuget,Ш,8,42668,0.0001874941
dlg,Ali_Kuzhuget,Щ,6,42668,0.0001406206
dlg,Ali_Kuzhuget,Ъ,1,42668,0.0000234368
dlg,Ali_Kuzhuget,Ы,1948,42668,0.0456548233
dlg,Ali_Kuzhuget,Ь,213,42668,0.0049920315
dlg,Ali_Kuzhuget,Э,3325,42668,0.0779272523
dlg,Ali_Kuzhuget,Ю,2,42668,0.0000468735
dlg,Ali_Kuzhuget,Я,70,42668,0.0016405737
dlg,Ali_Kuzhuget,Ү,1044,42668,0.0244679854
dlg,Ali_Kuzhuget,Һ,1290,42668,0.0302334302
dlg,Ali_Kuzhuget,Ӈ,597,42668,0.0139917503
dlg,Ali_Kuzhuget,Ө,814,42668,0.0190775288
inh,Ali_Kuzhuget,А,80756,319207,0.2529894395
inh,Ali_Kuzhuget,АЬ,5362,319207,0.0167978772
inh,Ali_Kuzhuget,Б,5648,319207,0.0176938476
inh,Ali_Kuzhuget,В,8087,319207,0.0253346574
inh,Ali_Kuzhuget,Г,7998,319207,0.0250558415
inh,Ali_Kuzhuget,ГӀ,3773,319207,0.0118199162
inh,Ali_Kuzhuget,Д,11788,319207,0.0369290147
inh,Ali_Kuzhuget,Е,14980,319207,0.0469287954
inh,Ali_Kuzhuget,Ж,1323,319207,0.0041446460
inh,Ali_Kuzhuget,З,5311,319207,0.0166381063
inh,Ali_Kuzhuget,И,13725,319207,0.0429971774
inh,Ali_Kuzhuget,Й,7716,319207,0.0241724022
inh,Ali_Kuzhuget,К,5794,319207,0.0181512310
inh,Ali_Kuzhuget,КХ,3705,319207,0.0116068883
inh,Ali_Kuzhuget,КЪ,2134,319207,0.0066853171
inh,Ali_Kuzhuget,КӀ,455,319207,0.0014254073
inh,Ali_Kuzhuget,Л,16442,319207,0.0515088955
inh,Ali_Kuzhuget,М,6140,319207,0.0192351671
inh,Ali_Kuzhuget,Н,14198,319207,0.0444789745
inh,Ali_Kuzhuget,О,17840,319207,0.0558884987
inh,Ali_Kuzhuget,П,1897,319207,0.0059428521
inh,Ali_Kuzhuget,ПӀ,30,319207,0.0000939829
inh,Ali_Kuzhuget,Р,17330,319207,0.0542907894
inh,Ali_Kuzhuget,С,8248,319207,0.0258390324
inh,Ali_Kuzhuget,Т,10170,319207,0.0318602036
inh,Ali_Kuzhuget,ТӀ,2061,319207,0.0064566253
inh,Ali_Kuzhuget,У,8114,319207,0.0254192421
inh,Ali_Kuzhuget,Ф,572,319207,0.0017919407
inh,Ali_Kuzhuget,Х,9853,319207,0.0308671176
inh,Ali_Kuzhuget,ХЬ,6162,319207,0.0193040879
inh,Ali_Kuzhuget,ХӀ,1670,319207,0.0052317148
inh,Ali_Kuzhuget,ЦӀ,837,319207,0.0026221229
inh,Ali_Kuzhuget,ЧӀ,508,319207,0.0015914438
inh,Ali_Kuzhuget,Ш,9093,319207,0.0284862174
inh,Ali_Kuzhuget,Щ,21,319207,0.0000657880
inh,Ali_Kuzhuget,Ъ,315,319207,0.0009868205
inh,Ali_Kuzhuget,Ы,330,319207,0.0010338119
inh,Ali_Kuzhuget,Ь,711,319207,0.0022273948
inh,Ali_Kuzhuget,Э,637,319207,0.0019955703
inh,Ali_Kuzhuget,Ю,1004,319207,0.0031452944
inh,Ali_Kuzhuget,Я,1869,319207,0.0058551348
inh,Ali_Kuzhuget,ЯЬ,399,319207,0.0012499726
inh,Ali_Kuzhuget,Ӏ,4201,319207,0.0131607390
kaz,Ali_Kuzhuget,Ё,10789,1836751926,0.0000058740
kaz,Ali_Kuzhuget,І,98554528,1836751926,0.0536569618
kaz,Ali_Kuzhuget,А,231174040,1836751926,0.1258602410
kaz,Ali_Kuzhuget,Б,45596385,1836751926,0.0248244656
kaz,Ali_Kuzhuget,В,5078742,1836751926,0.0027650669
kaz,Ali_Kuzhuget,Г,21789515,1836751926,0.0118630691
kaz,Ali_Kuzhuget,Д,79432840,1836751926,0.0432463627
kaz,Ali_Kuzhuget,Е,140452593,1836751926,0.0764679165
kaz,Ali_Kuzhuget,Ж,31960943,1836751926,0.0174007946
kaz,Ali_Kuzhuget,З,28964850,1836751926,0.0157696037
kaz,Ali_Kuzhuget,И,29203709,1836751926,0.0158996480
kaz,Ali_Kuzhuget,Й,25494814,1836751926,0.0138803796
kaz,Ali_Kuzhuget,К,51890807,1836751926,0.0282513965
kaz,Ali_Kuzhuget,Л,95080618,1836751926,0.0517656286
kaz,Ali_Kuzhuget,М,60846574,1836751926,0.0331272684
kaz,Ali_Kuzhuget,Н,120335897,1836751926,0.0655155959
kaz,Ali_Kuzhuget,О,47979747,1836751926,0.0261220616
kaz,Ali_Kuzhuget,П,27568911,1836751926,0.0150095996
kaz,Ali_Kuzhuget,Р,103742045,1836751926,0.0564812502
kaz,Ali_Kuzhuget,С,76437464,1836751926,0.0416155622
kaz,Ali_Kuzhuget,Т,112665642,1836751926,0.0613396074
kaz,Ali_Kuzhuget,У,36724804,1836751926,0.0199944279
kaz,Ali_Kuzhuget,Ф,2813648,1836751926,0.0015318607
kaz,Ali_Kuzhuget,Х,4877578,1836751926,0.0026555453
kaz,Ali_Kuzhuget,Ц,2669863,1836751926,0.0014535784
kaz,Ali_Kuzhuget,Ч,513532,1836751926,0.0002795870
kaz,Ali_Kuzhuget,Ш,22627289,1836751926,0.0123191862
kaz,Ali_Kuzhuget,Щ,70347,1836751926,0.0000382997
kaz,Ali_Kuzhuget,Ъ,195425,1836751926,0.0001063971
kaz,Ali_Kuzhuget,Ы,141180687,1836751926,0.0768643196
kaz,Ali_Kuzhuget,Ь,1304564,1836751926,0.0007102560
kaz,Ali_Kuzhuget,Э,1713009,1836751926,0.0009326295
kaz,Ali_Kuzhuget,Ю,836034,1836751926,0.0004551698
kaz,Ali_Kuzhuget,Я,7239998,1836751926,0.0039417397
kaz,Ali_Kuzhuget,Ғ,28130924,1836751926,0.0153155816
kaz,Ali_Kuzhuget,Қ,62176841,1836751926,0.0338515181
kaz,Ali_Kuzhuget,Ң,26962983,1836751926,0.0146797086
kaz,Ali_Kuzhuget,Ү,13675267,1836751926,0.0074453533
kaz,Ali_Kuzhuget,Ұ,16267327,1836751926,0.0088565727
kaz,Ali_Kuzhuget,Һ,162692,1836751926,0.0000885759
kaz,Ali_Kuzhuget,Ә,16378946,1836751926,0.0089173425
kaz,Ali_Kuzhuget,Ө,15968715,1836751926,0.0086939966
kbd,adiga.ai,А,4431374,63488962,0.0697975500
kbd,adiga.ai,Б,1211663,63488962,0.0190846245
kbd,adiga.ai,В,338310,63488962,0.0053286428
kbd,adiga.ai,Г,602484,63488962,0.0094895866
kbd,adiga.ai,ГЪ,1361226,63488962,0.0214403568
kbd,adiga.ai,Д,1645573,63488962,0.0259190409
kbd,adiga.ai,Е,1510873,63488962,0.0237974122
kbd,adiga.ai,Ж,730137,63488962,0.0115002195
kbd,adiga.ai,ЖЬ,308405,63488962,0.0048576160
kbd,adiga.ai,З,1723503,63488962,0.0271464983
kbd,adiga.ai,И,2807015,63488962,0.0442126460
kbd,adiga.ai,Й,411283,63488962,0.0064780237
kbd,adiga.ai,К,589789,63488962,0.0092896305
kbd,adiga.ai,КІ,1113341,63488962,0.0175359774
kbd,adiga.ai,КЪ,1475034,63488962,0.0232329204
kbd,adiga.ai,Л,865145,63488962,0.0136266994
kbd,adiga.ai,ЛЪ,721255,63488962,0.0113603212
kbd,adiga.ai,ЛӀ,116893,63488962,0.0018411547
kbd,adiga.ai,М,3201249,63488962,0.0504221348
kbd,adiga.ai,Н,1981751,63488962,0.0312141030
kbd,adiga.ai,О,855526,63488962,0.0134751927
kbd,adiga.ai,П,1238454,63488962,0.0195066034
kbd,adiga.ai,ПӀ,145849,63488962,0.0022972340
kbd,adiga.ai,Р,3439392,63488962,0.0541730703
kbd,adiga.ai,С,1496979,63488962,0.0235785710
kbd,adiga.ai,Т,1678997,63488962,0.0264454946
kbd,adiga.ai,ТӀ,126338,63488962,0.0019899207
kbd,adiga.ai,У,4735589,63488962,0.0745891703
kbd,adiga.ai,Ф,282551,63488962,0.0044503956
kbd,adiga.ai,ФӀ,171354,63488962,0.0026989573
kbd,adiga.ai,Х,2159110,63488962,0.0340076437
kbd,adiga.ai,ХЪ,501690,63488962,0.0079020035
kbd,adiga.ai,ХЬ,625433,63488962,0.0098510510
kbd,adiga.ai,Ц,84404,63488962,0.0013294279
kbd,adiga.ai,ЦӀ,160374,63488962,0.0025260139
kbd,adiga.ai,Ч,103990,63488962,0.0016379225
kbd,adiga.ai,Ш,365940,63488962,0.0057638366
kbd,adiga.ai,Щ,1602669,63488962,0.0252432698
kbd,adiga.ai,ЩӀ,842703,63488962,0.0132732206
kbd,adiga.ai,Ы,4896589,63488962,0.0771250442
kbd,adiga.ai,Э,9799933,63488962,0.1543564848
kbd,adiga.ai,Ю,35578,63488962,0.0005603809
kbd,adiga.ai,Я,396562,63488962,0.0062461566
kbd,adiga.ai,Ӏ,596655,63488962,0.0093977753
kir,Ali_Kuzhuget,Ё,17017,241487922,0.0000704673
kir,Ali_Kuzhuget,А,31520959,241487922,0.1305280974
kir,Ali_Kuzhuget,Б,6830627,241487922,0.0282855844
kir,Ali_Kuzhuget,В,1318901,241487922,0.0054615609
kir,Ali_Kuzhuget,Г,6729438,241487922,0.0278665614
kir,Ali_Kuzhuget,Д,10129721,241487922,0.0419471124
kir,Ali_Kuzhuget,Е,12464009,241487922,0.0516133846
kir,Ali_Kuzhuget,Ж,3875019,241487922,0.0160464299
kir,Ali_Kuzhuget,З,3193654,241487922,0.0132249016
kir,Ali_Kuzhuget,И,12326108,241487922,0.0510423374
kir,Ali_Kuzhuget,Й,3578729,241487922,0.0148194948
kir,Ali_Kuzhuget,К,15184664,241487922,0.0628796002
kir,Ali_Kuzhuget,Л,12247193,241487922,0.0507155509
kir,Ali_Kuzhuget,М,7366478,241487922,0.0305045401
kir,Ali_Kuzhuget,Н,18983553,241487922,0.0786107762
kir,Ali_Kuzhuget,О,9342308,241487922,0.0386864400
kir,Ali_Kuzhuget,П,3793546,241487922,0.0157090507
kir,Ali_Kuzhuget,Р,14065482,241487922,0.0582450745
kir,Ali_Kuzhuget,С,6241736,241487922,0.0258469904
kir,Ali_Kuzhuget,Т,14333561,241487922,0.0593551880
kir,Ali_Kuzhuget,У,10517303,241487922,0.0435520870
kir,Ali_Kuzhuget,Ф,349977,241487922,0.0014492526
kir,Ali_Kuzhuget,Х,205627,241487922,0.0008515001
kir,Ali_Kuzhuget,Ц,480280,241487922,0.0019888365
kir,Ali_Kuzhuget,Ч,3304102,241487922,0.0136822661
kir,Ali_Kuzhuget,Ш,4035417,241487922,0.0167106370
kir,Ali_Kuzhuget,Щ,4021,241487922,0.0000166509
kir,Ali_Kuzhuget,Ъ,10426,241487922,0.0000431740
kir,Ali_Kuzhuget,Ы,13732309,241487922,0.0568654071
kir,Ali_Kuzhuget,Ь,196155,241487922,0.0008122766
kir,Ali_Kuzhuget,Э,1655463,241487922,0.0068552621
kir,Ali_Kuzhuget,Ю,561412,241487922,0.0023248036
kir,Ali_Kuzhuget,Я,1369976,241487922,0.0056730622
kir,Ali_Kuzhuget,Ң,642998,241487922,0.0026626508
kir,Ali_Kuzhuget,Ү,6027013,241487922,0.0249578238
kir,Ali_Kuzhuget,Ө,4852740,241487922,0.0200951665
kjh,Ali_Kuzhuget,Ё,1925,2402112,0.0008013781
kjh,Ali_Kuzhuget,І,104275,2402112,0.0434097161
kjh,Ali_Kuzhuget,А,331703,2402112,0.1380880658
kjh,Ali_Kuzhuget,Б,30860,2402112,0.0128470279
kjh,Ali_Kuzhuget,В,34131,2402112,0.0142087463
kjh,Ali_Kuzhuget,Г,30579,2402112,0.0127300476
kjh,Ali_Kuzhuget,Д,68907,2402112,0.0286860063
kjh,Ali_Kuzhuget,Е,140093,2402112,0.0583207611
kjh,Ali_Kuzhuget,Ж,7291,2402112,0.0030352457
kjh,Ali_Kuzhuget,З,51749,2402112,0.0215431254
kjh,Ali_Kuzhuget,И,107769,2402112,0.0448642694
kjh,Ali_Kuzhuget,Й,27330,2402112,0.0113774878
kjh,Ali_Kuzhuget,К,68680,2402112,0.0285915061
kjh,Ali_Kuzhuget,Л,112602,2402112,0.0468762489
kjh,Ali_Kuzhuget,М,48729,2402112,0.0202858984
kjh,Ali_Kuzhuget,Н,172724,2402112,0.0719050569
kjh,Ali_Kuzhuget,О,129102,2402112,0.0537452042
kjh,Ali_Kuzhuget,П,86850,2402112,0.0361556830
kjh,Ali_Kuzhuget,Р,160959,2402112,0.0670072836
kjh,Ali_Kuzhuget,С,109033,2402112,0.0453904731
kjh,Ali_Kuzhuget,Т,124673,2402112,0.0519014101
kjh,Ali_Kuzhuget,У,45352,2402112,0.0188800522
kjh,Ali_Kuzhuget,Ф,2757,2402112,0.0011477400
kjh,Ali_Kuzhuget,Х,62413,2402112,0.0259825520
kjh,Ali_Kuzhuget,Ц,3290,2402112,0.0013696281
kjh,Ali_Kuzhuget,Ч,60156,2402112,0.0250429622
kjh,Ali_Kuzhuget,Ш,7621,2402112,0.0031726248
kjh,Ali_Kuzhuget,Щ,1917,2402112,0.0007980477
kjh,Ali_Kuzhuget,Ъ,201,2402112,0.0000836764
kjh,Ali_Kuzhuget,Ы,126546,2402112,0.0526811406
kjh,Ali_Kuzhuget,Ь,12454,2402112,0.0051846042
kjh,Ali_Kuzhuget,Э,2837,2402112,0.0011810440
kjh,Ali_Kuzhuget,Ю,3979,2402112,0.0016564590
kjh,Ali_Kuzhuget,Я,15289,2402112,0.0063648156
kjh,Ali_Kuzhuget,Ғ,40313,2402112,0.0167823149
kjh,Ali_Kuzhuget,Ң,35197,2402112,0.0146525224
kjh,Ali_Kuzhuget,Ӌ,4586,2402112,0.0019091533
kjh,Ali_Kuzhuget,Ӧ,13973,2402112,0.0058169644
kjh,Ali_Kuzhuget,Ӱ,13267,2402112,0.0055230564
koi,FU-Lab,Ё,36042,11985083,0.0030072382
koi,FU-Lab,І,245928,11985083,0.0205195075
koi,FU-Lab,А,870921,11985083,0.0726670812
koi,FU-Lab,Б,169525,11985083,0.0141446663
koi,FU-Lab,В,378936,11985083,0.0316173029
koi,FU-Lab,Г,146853,11985083,0.0122529815
koi,FU-Lab,Д,475604,11985083,0.0396829959
koi,FU-Lab,Е,391906,11985083,0.0326994815
koi,FU-Lab,Ж,124464,11985083,0.0103849093
koi,FU-Lab,З,304357,11985083,0.0253946510
koi,FU-Lab,И,538430,11985083,0.0449250122
koi,FU-Lab,Й,157539,11985083,0.0131445898
koi,FU-Lab,К,579971,11985083,0.0483910708
koi,FU-Lab,Л,459056,11985083,0.0383022796
koi,FU-Lab,М,411099,11985083,0.0343008889
koi,FU-Lab,Н,801812,11985083,0.0669008300
koi,FU-Lab,О,568181,11985083,0.0474073480
koi,FU-Lab,П,205083,11985083,0.0171115210
koi,FU-Lab,Р,433105,11985083,0.0361370046
koi,FU-Lab,С,1005517,11985083,0.0838973748
koi,FU-Lab,Т,740219,11985083,0.0617616916
koi,FU-Lab,У,251647,11985083,0.0209966840
koi,FU-Lab,Ф,10678,11985083,0.0008909408
koi,FU-Lab,Х,19532,11985083,0.0016296925
koi,FU-Lab,Ц,11464,11985083,0.0009565224
koi,FU-Lab,Ч,178599,11985083,0.0149017741
koi,FU-Lab,Ш,151525,11985083,0.0126427994
koi,FU-Lab,Щ,2408,11985083,0.0002009164
koi,FU-Lab,Ъ,1450,11985083,0.0001209837
koi,FU-Lab,Ы,670412,11985083,0.0559372013
koi,FU-Lab,Ь,314650,11985083,0.0262534686
koi,FU-Lab,Э,178618,11985083,0.0149033595
koi,FU-Lab,Ю,35469,11985083,0.0029594288
koi,FU-Lab,Я,172576,11985083,0.0143992328
koi,FU-Lab,Ӧ,941507,11985083,0.0785565690
kpt,Timbo_Karatinets,Ё,7,39059,0.0001792161
kpt,Timbo_Karatinets,А,6863,39059,0.1757085435
kpt,Timbo_Karatinets,Б,2036,39059,0.0521262705
kpt,Timbo_Karatinets,В,1385,39059,0.0354591771
kpt,Timbo_Karatinets,Г,934,39059,0.0239125426
kpt,Timbo_Karatinets,ГЪ,164,39059,0.0041987762
kpt,Timbo_Karatinets,ГЬ,904,39059,0.0231444737
kpt,Timbo_Karatinets,Д,1703,39059,0.0436007066
kpt,Timbo_Karatinets,Е,2398,39059,0.0613943009
kpt,Timbo_Karatinets,Ж,150,39059,0.0038403441
kpt,Timbo_Karatinets,З,248,39059,0.0063493689
kpt,Timbo_Karatinets,И,3105,39059,0.0794951228
kpt,Timbo_Karatinets,Й,611,39059,0.0156430016
